Token	Gold annotation	Candidates	Prediction	Gold ann in candidates?	Correct?	sent id	sent date
state of Florida	Q812	Q812	Q812	True	True	# hipe2022:document_id = sn92063852-1950-08-26-a-i0008	# hipe2022:date = 1950-08-26	B-loc
Southland	Q49042	Q864971 Q4409172 Q7988748 Q1156746 Q7570849 Q17016419 Q7570886 Q16900357 Q92051328 Q7570847 Q1998865 Q665334	Q864971	False	False	# hipe2022:document_id = sn92063852-1950-08-26-a-i0008	# hipe2022:date = 1950-08-26	B-loc
Arkansas	Q1612	Q1612 Q8319 Q267548 Q4791724 Q2555757 Q4791725 Q75077484 Q4791721 Q61414 Q1070333	Q1612	True	True	# hipe2022:document_id = sn92063852-1950-08-26-a-i0008	# hipe2022:date = 1950-08-26	B-org
Oklahoma	Q1649	Q1405410 Q13027940 Q2017333 Q3305977 Q1187169 Q1364648 Q7082094 Q1649 Q65049114 Q3718843 Q7367002 Q485038 Q948229 Q640652	Q1649	True	True	# hipe2022:document_id = sn92063852-1950-08-26-a-i0008	# hipe2022:date = 1950-08-26	B-org
Florida Supreme Court	Q3001105	Q3001105	Q3001105	True	True	# hipe2022:document_id = sn92063852-1950-08-26-a-i0008	# hipe2022:date = 1950-08-26	B-org
Florida	Q812	Q3746760 Q2077862 Q5461160 Q2575793 Q3295272 Q643617 Q1112732 Q3746761 Q1093490 Q2392006 Q2271950 Q842472 Q4711417 Q6914963 Q13048 Q780702 Q742699 Q537803 Q5461162 Q16593 Q25351647 Q812 Q5461163 Q213538 Q5461164 Q2255913 Q2486949 Q5027600 Q818	Q812	True	True	# hipe2022:document_id = sn92063852-1950-08-26-a-i0008	# hipe2022:date = 1950-08-26	B-loc
Florida Supreme Court	Q3001105	Q3001105	Q3001105	True	True	# hipe2022:document_id = sn92063852-1950-08-26-a-i0008	# hipe2022:date = 1950-08-26	B-org
Florida	Q812	Q3746760 Q2077862 Q5461160 Q2575793 Q3295272 Q643617 Q1112732 Q3746761 Q1093490 Q2392006 Q2271950 Q842472 Q4711417 Q6914963 Q13048 Q780702 Q742699 Q537803 Q5461162 Q16593 Q25351647 Q812 Q5461163 Q213538 Q5461164 Q2255913 Q2486949 Q5027600 Q818	Q812	True	True	# hipe2022:document_id = sn92063852-1950-08-26-a-i0008	# hipe2022:date = 1950-08-26	B-loc
VS . Supreme Court	Q11201	NIL	NIL	False	False	# hipe2022:document_id = sn92063852-1950-08-26-a-i0008	# hipe2022:date = 1950-08-26	B-org
Housewives League	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-org
Tuskegee	Q79718	Q4452326 Q195731 Q79718 NIL	Q79718	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-loc
National Housewives Lea ¬ gue of America	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-org
T iskegee Institute . Ala .	Q1682329	NIL	NIL	False	False	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-org
Mrs . Chris ¬ tina Fuqua , president of De ¬ troit . Mich .	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-pers
Mrs . Mattie S . Bibb	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-pers
Mrs . E . R . Naggles	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-pers
Iota Phi Lambda sorority	Q6064117	NIL	NIL	False	False	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-org
Tuskegee In ¬ stitute	Q1682329	NIL	NIL	False	False	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-org
the Leagu.e	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-org
Tuskegee	Q79718	Q4452326 Q195731 Q79718 NIL	Q79718	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-loc
Mrs . Willie M . Miller	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-pers
Mrs . A . R Ashley	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-pers
the League	NIL	Q2467722 Q7745023	Q2467722	False	False	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-org
Mrs . Fuqua	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-pers
the League	NIL	Q2467722 Q7745023	Q2467722	False	False	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-org
Horace Sudduth	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-pers
National Negro Business League	Q6974564	Q6974564 NIL	Q6974564	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-org
Business	NIL	Q4086508 Q5001951 Q549433 Q2912172 Q4830453 Q1516843 Q5001935 Q3477367 Q42417097 Q783794	Q4830453	False	False	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-org
Housewives League	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-org
Housewives League	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-org
Housewiv ¬ es Leagues	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-org
Housewives Leagues	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-org
Mrs . Fuqua	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-pers
Mrs . H . F . Thomas	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-pers
Birming ¬ ham , Ala .	Q79867	NIL	NIL	False	False	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-loc
Mrs . Freddvo S Henderson	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-pers
Atlanta , Ga	Q23556	NIL	NIL	False	False	# hipe2022:document_id = sn92063852-1950-09-23-a-i0018	# hipe2022:date = 1950-09-23	B-loc
Columbus County	Q509813	Q509813 NIL	Q509813	True	True	# hipe2022:document_id = sn91068761-1960-03-30-a-i0003	# hipe2022:date = 1960-03-30	B-loc
Hetiny Benny	Q5715142	NIL	NIL	False	False	# hipe2022:document_id = sn91068761-1960-03-30-a-i0003	# hipe2022:date = 1960-03-30	B-org
Marvin Lewis	NIL	Q665659 NIL	Q665659	True	False	# hipe2022:document_id = sn91068761-1960-03-30-a-i0003	# hipe2022:date = 1960-03-30	B-pers
North Carolina Kgg Associa ¬ tion	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn91068761-1960-03-30-a-i0003	# hipe2022:date = 1960-03-30	B-org
Chairman Lewis	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn91068761-1960-03-30-a-i0003	# hipe2022:date = 1960-03-30	B-pers
North Carolina	Q1454	Q1454 Q2334526 Q2555800 Q257940 Q192334	Q1454	True	True	# hipe2022:document_id = sn91068761-1960-03-30-a-i0003	# hipe2022:date = 1960-03-30	B-loc
North Carolina	Q1454	Q1454 Q2334526 Q2555800 Q257940 Q192334	Q1454	True	True	# hipe2022:document_id = sn91068761-1960-03-30-a-i0003	# hipe2022:date = 1960-03-30	B-loc
North Carolina	Q1454	Q1454 Q2334526 Q2555800 Q257940 Q192334	Q1454	True	True	# hipe2022:document_id = sn91068761-1960-03-30-a-i0003	# hipe2022:date = 1960-03-30	B-loc
North Atlantic	Q350134	Q97 NIL	Q97	False	False	# hipe2022:document_id = sn91068761-1960-03-30-a-i0003	# hipe2022:date = 1960-03-30	B-loc
Billy Hooks	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn91068761-1960-03-30-a-i0003	# hipe2022:date = 1960-03-30	B-pers
Roger Harwood	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn91068761-1960-03-30-a-i0003	# hipe2022:date = 1960-03-30	B-pers
Claud Hooks	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn91068761-1960-03-30-a-i0003	# hipe2022:date = 1960-03-30	B-pers
Evunder Arnette	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn91068761-1960-03-30-a-i0003	# hipe2022:date = 1960-03-30	B-pers
Loris Scouts	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn91068761-1960-04-06-a-i0012	# hipe2022:date = 1960-04-06	B-org
Boy Scout Troop 843	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn91068761-1960-04-06-a-i0012	# hipe2022:date = 1960-04-06	B-org
Clear Pond	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn91068761-1960-04-06-a-i0012	# hipe2022:date = 1960-04-06	B-loc
First Bap ¬ tist Church	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn91068761-1960-04-06-a-i0012	# hipe2022:date = 1960-04-06	B-org
Boy Scout Troop 843	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn91068761-1960-04-06-a-i0012	# hipe2022:date = 1960-04-06	B-org
Loris	Q2338223	Q3428868 Q2338223 Q3259581	Q3428868	True	False	# hipe2022:document_id = sn91068761-1960-04-06-a-i0012	# hipe2022:date = 1960-04-06	B-loc
Horry District Scout Camporee	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn91068761-1960-04-06-a-i0012	# hipe2022:date = 1960-04-06	B-loc
Clear Pond	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn91068761-1960-04-06-a-i0012	# hipe2022:date = 1960-04-06	B-loc
Conway	Q659823	Q284143 Q16865734 Q1509392 Q6813954 Q32836087 Q1934037 Q22916685 Q5166685 Q2076159 Q659823 Q14212316 Q2023705 Q1134056 Q79853 Q745142 Q5166726 NIL Q2429132 Q61352 Q2416502 Q5166721 Q3398996 NIL	Q79853	True	False	# hipe2022:document_id = sn91068761-1960-04-06-a-i0012	# hipe2022:date = 1960-04-06	B-loc
Myrtle Beach	Q839805	Q1528300 Q839805	Q839805	True	True	# hipe2022:document_id = sn91068761-1960-04-06-a-i0012	# hipe2022:date = 1960-04-06	B-loc
Col . Gruenwald	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn91068761-1960-04-06-a-i0012	# hipe2022:date = 1960-04-06	B-pers
Myrtle Beach Air Force Base	Q6948590	Q6948590 NIL	Q6948590	True	True	# hipe2022:document_id = sn91068761-1960-04-06-a-i0012	# hipe2022:date = 1960-04-06	B-loc
Loris troop	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn91068761-1960-04-06-a-i0012	# hipe2022:date = 1960-04-06	B-org
First Baptist church	NIL	Q5452363 Q5452391 Q5452371 Q42725753 Q5452423 Q16993363 Q5452399 Q5452358 Q5452374 Q5452410 Q5452405 Q5452427 Q5452397 Q5452448 Q5522437 Q5452435 Q5452355 Q18150091 Q5452400 Q5452359 Q5452415 Q5452424 Q14706269 Q5452379 Q5452417 Q5452406 Q5452362 Q5452372 Q5452432 Q16993361 Q19864676 Q5452404 Q5452425 Q5452434 Q4722254 Q5452429 Q379451 Q5452430 Q5452396 Q30603634 Q5452357 Q5452444 Q5452395 Q5452367 Q5452428 Q16993357 Q5452377 Q55611681 Q28231834 Q5452387 Q48969432 Q5452416 Q5452364 Q5118125 Q23073310 Q5452360 Q5452422 Q15733791 Q5452375 Q5452368 Q7734084 Q5452471 Q5452398 Q14688357	Q42725753	False	False	# hipe2022:document_id = sn91068761-1960-04-06-a-i0012	# hipe2022:date = 1960-04-06	B-org
Francis Ragan	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn91068761-1960-04-06-a-i0012	# hipe2022:date = 1960-04-06	B-pers
George Rent	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn91068761-1960-04-06-a-i0012	# hipe2022:date = 1960-04-06	B-pers
George Lav	NIL	NIL	NIL	True	True	# hipe2022:document_id = sn91068761-1960-04-06-a-i0012	# hipe2022:date = 1960-04-06	B-pers
