Token	Gold annotation	Candidates	Prediction	Gold ann in candidates?	Correct?	sent id	sent date
St. Petersburg	Q656	Q7591479 Q49236 Q690122 Q7591481 Q1187352 Q656 Q7440182	Q656	True	True	#document_id:DwightSJournalOfMusic__1868-012.txt_749	#document_date:1868	B-city
Italian Opera House	NIL	Q1155331 NIL	Q1155331	True	False	#document_id:DwightSJournalOfMusic__1868-012.txt_749	#document_date:1868	B-organization
Adelina Patti	Q234166	Q234166 NIL	Q234166	True	True	#document_id:DwightSJournalOfMusic__1868-012.txt_749	#document_date:1868	B-person
Royal Italian Opera	Q55018	Q55018	Q55018	True	True	#document_id:DwightSJournalOfMusic__1868-012.txt_749	#document_date:1868	B-organization
Princess Belmonte Spinelli	Q23010905	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1532	#document_date:1828	B-person
Lambeth	Q148349	Q994650 Q6481408 Q202059 Q148349	Q202059	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_756	#document_date:1825	B-city-district
London	Q84	Q6669774 Q1785229 Q3959711 Q5273606 Q20657974 Q935090 Q28868399 Q261303 Q14710970 Q1137312 Q3836562 Q45765 Q3836563 Q10569133 Q6669769 Q6669738 Q6669771 Q1001456 Q3836565 Q23306 Q7239605 Q60578265 Q1442133 Q783669 Q6669761 Q3061911 Q750084 Q1431928 Q1749384 Q6669767 Q1449564 Q5633181 Q6669736 Q6669757 Q79348 Q6669763 Q28163686 Q5123767 Q96239426 Q16001535 Q3258936 Q3284727 Q15056579 Q1363808 Q2477346 Q24045410 Q6669759 Q1749569 Q84 Q6669754 Q92561	Q5123767	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_756	#document_date:1825	B-city
Parma	Q2683	Q2683 Q1432326 Q9348 Q1092000 Q2693 Q1522393 Q255985 Q2545183 Q141315 Q2053682 Q501257 Q7139132 Q967838 Q16228 Q862711 Q2415492	Q2683	True	True	#document_id:DwightSJournalOfMusic__1873-016.txt_762	#document_date:1873	B-city
Jong	NIL	Q18385722 Q845069 Q16255538 Q7356566	Q18385722	False	False	#document_id:DwightSJournalOfMusic__1873-016.txt_762	#document_date:1873	B-person
Conservatory of Music	Q1439627	Q1021290	Q1021290	False	False	#document_id:DwightSJournalOfMusic__1873-016.txt_762	#document_date:1873	B-school
Jong	NIL	Q18385722 Q845069 Q16255538 Q7356566	Q18385722	False	False	#document_id:DwightSJournalOfMusic__1873-016.txt_762	#document_date:1873	B-person
Leipzig	Q2079	Q6308 Q48079 Q2079 Q24186 Q698468	Q6308	True	False	#document_id:TheHarmonicon__1833-005.txt_1922	#document_date:1833	B-city
Mr. Sims Reeves	Q7521239	Q7521239	Q7521239	True	True	#document_id:TheMusicalTimes__1875-388.txt_1115	#document_date:1875	B-person
Arthur Sullivan	Q212692	Q212692 Q18810221 Q4800390	Q212692	True	True	#document_id:TheMusicalTimes__1875-388.txt_1115	#document_date:1875	B-person
Mr. Sams	NIL	Q1972120 Q7437625 Q16202563 Q18051386	Q1972120	False	False	#document_id:TheMusicalWorld__1844-006.txt_980	#document_date:1844	B-person
M. Jullien	NIL	NIL	NIL	True	True	#document_id:TheMusicalWorld__1844-006.txt_980	#document_date:1844	B-person
Messiah	Q207732	Q6821947 Q85785025 Q112751 Q3855355 Q16238006 Q48816399 Q6821953 Q15052544 Q85785023 Q6821944 Q6821952 Q3855269 Q19363688 Q2255337 Q207732 Q51626 Q5421977 Q1542030 Q10328986 Q6821949	Q51626	True	False	#document_id:TheMusicalTimes__1876-397.txt_2157	#document_date:1876	B-opera
Seven Years of the King ’s Theatre	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_3707	#document_date:1828	B-publication
J ohn Ebers	Q6231101	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_3707	#document_date:1828	B-person
Haymarket	Q893034	Q14948844 Q170781 Q2919185 Q7017436 Q23461611 Q5686981 Q893034 Q685489 Q2913373	Q2913373	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_3707	#document_date:1828	B-road
Benedicite	Q2929880	Q2929880 NIL	Q2929880	True	True	#document_id:TheMusicalTimes__1875-388.txt_1730	#document_date:1875	B-music
M. ‘ Nourrit	Q634623	NIL	NIL	False	False	#document_id:TheHarmonicon__1828-001.txt_1782	#document_date:1828	B-person
Academie Royale de Musique	Q283339	Q283339	Q283339	True	True	#document_id:TheHarmonicon__1828-001.txt_1782	#document_date:1828	B-organization
Master Whitehouse	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_2253	#document_date:1875	B-person
Mellor	NIL	Q683822 Q6813180 Q742852 NIL Q1216980 NIL	Q683822	True	False	#document_id:TheMusicalTimes__1875-388.txt_2253	#document_date:1875	B-person
La Gazza Ladra	Q472318	Q472318	Q472318	True	True	#document_id:TheHarmonicon__1833-005.txt_383	#document_date:1833	B-work-of-art
Rubini	Q941040	NIL NIL	NIL	False	False	#document_id:TheHarmonicon__1833-005.txt_383	#document_date:1833	B-person
Tamburini	Q605376	Q3107258 Q21458321 Q37056382 NIL	Q3107258	False	False	#document_id:TheHarmonicon__1833-005.txt_383	#document_date:1833	B-person
Lablache	Q477681	Q477681 NIL	Q477681	True	True	#document_id:TheHarmonicon__1833-005.txt_383	#document_date:1833	B-person
Graziani	NIL	Q145989 Q5385225	Q145989	False	False	#document_id:TheHarmonicon__1833-005.txt_383	#document_date:1833	B-person
Malibran	Q232783	Q232783 NIL	Q232783	True	True	#document_id:TheHarmonicon__1833-005.txt_383	#document_date:1833	B-person
Mariano	NIL	Q10556350 Q31766	Q10556350	False	False	#document_id:TheHarmonicon__1833-005.txt_383	#document_date:1833	B-person
Turin	Q495	Q528184 Q2750961 Q572434 Q2239935 Q2779405 Q16287 Q7854947 Q3452617 Q495 Q1938221	Q1938221	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1219	#document_date:1824	B-city
Fiorence	Q2044	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2348	#document_date:1825	B-city
Burns	Q81960	Q1408775 Q5000047 Q5000040 Q2666594 Q3708504 Q1028504 Q344793 Q27989205 Q170518 Q6178257 Q919998 Q1658136 Q81960 Q2660550	Q2660550	True	False	#document_id:TheHarmonicon__1828-001.txt_1069	#document_date:1828	B-person
La vera idea delle Musicale Numeriche segnature	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1493	#document_date:1825	B-book
Venice	Q641	Q7919964 Q16310 Q641 Q773853 Q21160189 Q57325 Q962040 Q4948 Q579637 Q607094 Q7919970 Q7919969 Q1955035 Q783335	Q641	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1493	#document_date:1825	B-city
Spontini	Q168485	Q168485 NIL	Q168485	True	True	#document_id:TheHarmonicon__1824-016.txt_1784	#document_date:1824	B-person
Vestale	Q1622224	Q5502628 NIL	Q5502628	False	False	#document_id:TheHarmonicon__1824-016.txt_1784	#document_date:1824	B-opera
The Temperaments	NIL	NIL	NIL	True	True	#document_id:TheMusicalWorld__1843-038.txt_219	#document_date:1843	B-work-of-art
Egypt	Q79	Q1249091 Q180568 Q5348304 Q202311 Q95690790 Q20982158 Q54888745 Q253684 Q491507 Q162977 Q79 Q26607 Q3586212 Q27627972 Q3256684 Q5348293 Q5348319 Q2083973 Q1753798 Q5348309 Q5348317 Q1449210 Q16843683 Q5348306 NIL	Q27627972	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_1662	#document_date:1826	B-country
Royal Academy of Music	Q1144673	Q1473756 Q1144673 NIL	Q1144673	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_4314	#document_date:1828	B-school
Feydeau	Q825805	NIL NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1252	#document_date:1824	B-theater
M. Huguot	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1252	#document_date:1824	B-person
Charles Duvernoy	Q1064184	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1252	#document_date:1824	B-person
Mademoiselle Pasta	Q240963	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1935	#document_date:1824	B-person
Balfe	Q434171	Q37021693	Q37021693	False	False	#document_id:TheMusicalTimes__1876-397.txt_2165	#document_date:1876	B-person
Paganini	Q66075	Q6984593 Q611052 Q736134 Q18209399 Q66075 Q2046127	Q2046127	True	False	#document_id:TheMusicalWorld__1844-006.txt_843	#document_date:1844	B-person
Mr. Carmichael	NIL	Q25172034 Q16865385 NIL Q1043771 Q1006574 Q5043657 Q1999523 NIL	Q25172034	True	False	#document_id:TheMusicalTimes__1876-397.txt_2395	#document_date:1876	B-person
Building Fund for The Soloists	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_2395	#document_date:1876	B-organization
Madeline Roe	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_2395	#document_date:1876	B-person
Miss Marie Ternan	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_2395	#document_date:1876	B-person
Alma Square	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_81	#document_date:1875	B-square
St. John’s - wood	Q2153758	NIL	NIL	False	False	#document_id:TheMusicalTimes__1875-388.txt_81	#document_date:1875	B-city-district
Weber	Q154812	Q2740047 Q764428 Q76707 Q7336817 Q7978736 NIL Q170804 Q9387 Q26754 Q535334 Q1280976 Q4018725 Q76889 Q7978742 Q16859916 Q7978737 Q63149 Q2586034 Q1409226 Q154812 NIL	Q154812	True	True	#document_id:TheMusicalTimes__1875-388.txt_870	#document_date:1875	B-person
Stiick	Q2654296	NIL	NIL	False	False	#document_id:TheMusicalTimes__1875-388.txt_870	#document_date:1875	B-music
City of London College	NIL	Q6670459 NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_1675	#document_date:1875	B-university
Leadenhall - street	Q866797	NIL	NIL	False	False	#document_id:TheMusicalTimes__1875-388.txt_1675	#document_date:1875	B-road
H. R. Eyers	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-402.txt_1235	#document_date:1876	B-person
Walter Fitton	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-402.txt_1235	#document_date:1876	B-person
Harold Thomas	NIL	Q2662059 Q1585934	Q1585934	False	False	#document_id:TheMusicalTimes__1876-402.txt_1235	#document_date:1876	B-person
Charlotte Bronté	Q127332	Q127332	Q127332	True	True	#document_id:TheMusicalTimes__1873-366.txt_1044	#document_date:1873	B-person
St. George ’s Chapel	Q2449634	NIL	NIL	False	False	#document_id:TheMusicalTimes__1876-402.txt_1249	#document_date:1876	B-worship-place
Windsor	Q464955	Q1973829 Q8024560 Q5356143 Q25197251 Q575938 Q958551 Q464955 Q8024521 Q3449701 Q8024538 Q8024666 Q983973 Q607379 Q513994 Q17038551 Q874276 Q2805776 Q8024527 Q1052673 Q16903564 Q8024561 Q1026964 Q28612705 Q9096140 Q1374209 Q208290 Q589685 Q3098087 Q1787206 Q2017521 Q8024517 Q27964412 Q549348 Q8024534 Q8024758 Q1012003 Q2548376 Q2584025 Q1939361 Q139415 Q182625 Q3240520 Q81589 Q8024529 Q4020379 Q8024546 Q986852 Q2027103	Q464955	True	True	#document_id:TheMusicalTimes__1876-402.txt_1249	#document_date:1876	B-city
Yorkshire Amateurs	NIL	Q8055674	Q8055674	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_3759	#document_date:1825	B-organization
Birmingham	Q2256	Q5635137 Q4916585 Q4387910 Q4916575 Q2188746 Q593324 Q1922603 Q20708941 Q16243973 Q4916577 Q8719 Q4916755 Q19444 Q17182710 Q7568464 Q368323 Q839203 Q79867 Q4916568 Q5409875 Q2256 Q683063 Q4916587 Q865725	Q2256	True	True	#document_id:TheMusicalTimes__1873-366.txt_1026	#document_date:1873	B-city
Schumann	Q7351	Q7351 Q152460 Q132232	Q7351	True	True	#document_id:DwightSJournalOfMusic__1873-016.txt_1086	#document_date:1873	B-person
Dresden	Q1731	Q649432 Q15215093 Q5306996 Q3039372 Q48050 Q1766514 Q1258457 Q24221 Q5306999 Q1258446 Q567391 Q1731 Q737444 Q206353	Q737444	True	False	#document_id:DwightSJournalOfMusic__1873-016.txt_1086	#document_date:1873	B-city
Joachim	Q159976	Q159976 Q159101 Q4926961 Q6204494 Q60371 Q4202379 Q1570697 Q314700	Q159976	True	True	#document_id:DwightSJournalOfMusic__1873-016.txt_1086	#document_date:1873	B-person
St. Patrick ’s : Cathedral	Q846365	NIL	NIL	False	False	#document_id:TheMusicalTimes__1875-388.txt_2013	#document_date:1875	B-building
Dublin	Q1761	Q436994 Q981816 Q2377845 Q5310801 Q20656875 Q837109 Q1130963 Q44563695 Q178021 Q19461415 Q2024796 Q5310800 Q5310796 Q43371209 Q1761 Q5310797 Q1373580 Q2402413 Q988937 Q17018660 Q5310805 Q2430201 Q173500 Q5310848 Q4863017 Q2671021 NIL	Q1761	True	True	#document_id:TheMusicalTimes__1875-388.txt_2013	#document_date:1875	B-city
Naples	Q2634	Q3870228 Q976503 Q598334 Q3460629 Q579986 Q15123 Q173065 Q2634 Q6964958 Q257830 Q2361169 Q482396 Q849383 Q6964959	Q2634	True	True	#document_id:TheHarmonicon__1832-012.txt_979	#document_date:1832	B-city
Mr. Ebers	Q6231101	Q62765	Q62765	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_3820	#document_date:1828	B-person
M. Schlesinger	Q70457	NIL	NIL	False	False	#document_id:TheHarmonicon__1828-001.txt_969	#document_date:1828	B-person
Paris	Q90	Q1577076 Q21780569 Q2220917 Q7137172 Q20709367 Q15119639 Q7137175 Q7137164 Q691491 Q930765 Q576584 Q366081 Q20813664 Q3382754 Q7137187 Q1931701 Q1341876 Q7131746 Q7137192 Q2300075 Q30621726 Q7137186 Q1818121 Q28337101 Q7137194 Q1751748 Q1018504 Q3687815 Q1158980 Q10981622 Q984459 Q22317569 Q65921527 Q1124162 Q90 Q7137363 Q960025 Q2219239 Q20812805 Q3181341 Q631707 Q3305306 Q1451948 Q7137190 Q162121 Q538772 Q67744612 Q7137161 Q7137184 Q23826199 Q7137197 Q60751943 Q483020 Q79917 Q20712325 Q830149 Q167646 Q7137193 Q934294 Q104197 Q2052318 Q520621 Q55612277 Q3365241 Q923849 Q7137185 Q151298 Q1132962	Q90	True	True	#document_id:TheHarmonicon__1828-001.txt_969	#document_date:1828	B-city
Cimador ’s	Q3762403	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1509	#document_date:1825	B-person
Le Colporteur , Opera Comique en trois Actes	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_346	#document_date:1828	B-opera
C. Sydney Vinning	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_2143	#document_date:1875	B-person
Trinity Church	Q5886537	Q24298968 Q7842671 Q7842752 Q2842096 Q5472882 Q228971 Q3084818 Q7842662 Q1257735 Q12343343 Q866896 Q1257706 Q1257646 Q1257726 Q7842670 Q7842657 Q7842672 Q7842607 Q7842659 Q14709466 Q901259 Q1257708 Q7842656 Q7842658 Q7842773 Q14713379 Q7842655 Q7842664 Q7842668 Q7842663 Q524044 Q14692436	Q524044	False	False	#document_id:TheMusicalTimes__1875-388.txt_2143	#document_date:1875	B-worship-place
Leamington College	NIL	Q7055928 NIL	Q7055928	True	False	#document_id:TheMusicalTimes__1875-388.txt_2143	#document_date:1875	B-college
Antoine Barthelemi Bruni	Q599823	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1934	#document_date:1825	B-person
Coni	Q5968	NIL Q1114833 NIL	Q1114833	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1934	#document_date:1825	B-city
Piedmont	Q1216	Q779083 Q7191480 Q15148959 Q63883 Q7191484 Q2092542 Q1216 Q29689 Q14713062 Q677831 Q426977 Q18149634 Q79213 Q7191487 Q3474367 Q3382642 Q1354045 Q570301 Q963250 Q22713 Q16590178 Q7191486 Q4257440 Q15840489	Q1216	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1934	#document_date:1825	B-local-region
de Lucca	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1828	#document_date:1828	B-person
Valentini	NIL	Q1337275 Q2943221 Q3553666	Q2943221	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1828	#document_date:1828	B-person
Dario	NIL	Q23808765 Q3696610 Q173767 Q5222814 Q2784090	Q23808765	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1828	#document_date:1828	B-person
Cirio	NIL	Q143016 Q3070443	Q143016	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1828	#document_date:1828	B-person
Guarino	NIL	Q539577	Q539577	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1828	#document_date:1828	B-person
Signor Ganpini	NIL	NIL	NIL	True	True	#document_id:TheMusicalWorld__1843-029.txt_480	#document_date:1843	B-person
Hanover - square Rooms	Q10951144	NIL	NIL	False	False	#document_id:TheMusicalWorld__1843-029.txt_480	#document_date:1843	B-building
Accompanying Harmonies to Brief Directory	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_2570	#document_date:1875	B-publication
Rossini	Q9726	Q9726 Q3941641 Q3941643	Q3941641	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1464	#document_date:1828	B-person
Phillips	Q18671452	Q7965235 Q1627928 Q61470 Q374404 Q6766212 Q7185867 Q18600457 Q11850951 Q4484213 Q2793828 Q1600960 Q669119 Q496577 Q1569601 Q312451 Q422726 Q892447 Q7185866 Q928106	Q18600457	False	False	#document_id:TheMusicalWorld__1844-006.txt_54	#document_date:1844	B-person
Hill	NIL	Q5762378 Q510400 Q1584134 Q1309451 Q617874 Q771991 Q110384 Q173301 Q2534502 Q496589 Q1257370 Q2536910 Q54050 Q5761944 Q4758182 Q200228 Q1659484 Q7739680 Q973239 Q5761939	Q54050	False	False	#document_id:TheMusicalWorld__1844-006.txt_54	#document_date:1844	B-person
Severn	NIL	Q19682 Q7457916 Q60769960 Q755156 Q2740208 Q2030871 Q681048	Q60769960	False	False	#document_id:TheMusicalWorld__1844-006.txt_54	#document_date:1844	B-person
Perluigi da Palestrina	Q179277	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1561	#document_date:1824	B-person
Palestrina	Q243133	Q243133 Q179277 Q368944	Q368944	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1561	#document_date:1824	B-city
Preeneste	Q243133	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1561	#document_date:1824	B-city
Mr. J. V , Roberts	Q56183619	NIL	NIL	False	False	#document_id:TheMusicalTimes__1876-397.txt_2270	#document_date:1876	B-person
Fidelio	Q193778	Q86904 Q193778 Q15997430	Q193778	True	True	#document_id:TheMusicalWorld__1843-038.txt_411	#document_date:1843	B-music
Rameau	Q9726	Q1145 Q2102884	Q1145	False	False	#document_id:TheMusicalWorld__1843-038.txt_143	#document_date:1843	B-person
Lully	Q1192	Q70493 Q68930 Q1192	Q68930	True	False	#document_id:TheMusicalWorld__1843-038.txt_143	#document_date:1843	B-person
Rameau	Q9726	Q1145 Q2102884	Q1145	False	False	#document_id:TheMusicalWorld__1843-038.txt_143	#document_date:1843	B-person
Parish Church	NIL	Q317557 NIL	Q317557	True	False	#document_id:TheMusicalTimes__1873-366.txt_2624	#document_date:1873	B-organization
West Derby	Q7984951	Q7984951 Q1080299 Q3567412	Q7984951	True	True	#document_id:TheMusicalTimes__1873-366.txt_2624	#document_date:1873	B-city-district
Liverpool	Q24826	Q3227602 Q5355602 Q5635227 Q1130849 Q16908714 Q1143318 Q3475914 Q1358484 Q6658274 Q970853 Q1674079 Q6658288 Q6658294 Q1866453 Q24826 Q8727 Q1189030 Q6658297 Q6658287 Q2508102	Q6658287	True	False	#document_id:TheMusicalTimes__1873-366.txt_2624	#document_date:1873	B-city
Miss Bristow	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_2207	#document_date:1875	B-person
Mr. R. R. Ambler	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_2207	#document_date:1875	B-person
Mr. Ellis	NIL	Q6231694 Q5365820 Q810984 Q485013 Q78151117 Q376069 Q110130 Q5365828 Q2901463 Q6206643 Q17560881 Q21646378 Q21452033 Q5365817	Q6231694	False	False	#document_id:TheMusicalTimes__1875-388.txt_2207	#document_date:1875	B-person
Stabat mater dolorosa	NIL	Q210080 NIL	Q210080	True	False	#document_id:TheMusicalTimes__1876-402.txt_1917	#document_date:NaN	B-music
Morroni	NIL	Q1237219 Q504949	Q504949	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1222	#document_date:1828	B-person
France	Q142	Q49644 Q47774 Q630531 Q5478259 Q1124861 Q69323 Q70802 Q142 Q70972 Q200686 Q212429 Q101730 Q207162 Q42443 Q2084927	Q70972	True	False	#document_id:TheHarmonicon__1828-001.txt_383	#document_date:1828	B-country
Lohengrin	Q3459538	Q3459538 Q7432883 Q6667986 Q23085 NIL	Q3459538	True	True	#document_id:TheMusicalTimes__1875-388.txt_1074	#document_date:1875	B-person (fictional character)
Signor Garcia	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_2537	#document_date:1824	B-person
Signor de Begnis	Q3266332	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_2537	#document_date:1824	B-person
Mr. Braham	Q1699393	Q922449 Q16860333	Q922449	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_2285	#document_date:1824	B-person
A Selection of French Melodies , with Symphonies and Accome ‘ paniments	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_554	#document_date:1825	B-publication
W. Eavestaff	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_554	#document_date:1825	B-person
Mr. J. Barratt	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_2158	#document_date:1875	B-person
Catholic	Q9592	Q9592 Q5053060 Q29568419 Q311547	Q9592	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_3735	#document_date:1826	B-religious-group
Westminster Aquarium	Q7373667	NIL	NIL	False	False	#document_id:TheMusicalTimes__1876-402.txt_931	#document_date:1876	B-facility
St. Onofrio	Q3687243	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1614	#document_date:1828	B-school
La Pieta	Q3687237	Q223689 NIL	Q223689	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1614	#document_date:1828	B-school
Licéo Filarmonico	Q368820	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1614	#document_date:1828	B-school
Mr. Salaman	Q2959519	NIL NIL NIL	NIL	False	False	#document_id:TheMusicalTimes__1873-366.txt_1884	#document_date:1873	B-person
Dittersdorf	Q78522	Q554713 NIL	Q554713	False	False	#document_id:TheHarmonicon__1828-001.txt_195	#document_date:1828	B-person
Mr. Cobb	Q6131504	Q5138741 Q5138748 Q682616 Q5138744 Q14690239 Q2364759 Q3301002 Q484247 Q1664295	Q2364759	False	False	#document_id:TheHarmonicon__1828-001.txt_195	#document_date:1828	B-person
Italy	Q38	Q977238 Q38 Q913582 Q838931 Q48742118 Q18087879 Q1125341 Q3708720 Q2604149 Q3677229 Q153660 Q172579 Q223936	Q38	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1465	#document_date:1825	B-country
England	Q21	Q21 Q1467810 Q47762 Q11755949 Q1087692 Q2251971 Q179876 Q79282 Q5377960 Q552608	Q21	True	True	#document_id:TheHarmonicon__1828-001.txt_186	#document_date:1828	B-country
Venice	Q641	Q7919964 Q16310 Q641 Q773853 Q21160189 Q57325 Q962040 Q4948 Q579637 Q607094 Q7919970 Q7919969 Q1955035 Q783335	Q641	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1559	#document_date:1824	B-city
Rome	Q220	Q7362960 Q7362950 Q70479284 Q6580 Q3441174 Q3283087 Q7362946 Q575847 Q7362947 Q7362951 Q3448522 Q8415 Q48800771 Q17167 Q3459993 Q220 Q22058544 Q953033 Q1925709 Q2673079 Q209344 Q4111647 Q1180902 Q19895547 Q3097442 Q20710790 Q15119 Q4436325 Q3478055 Q1558632 Q952870 Q209878 Q16232374 Q6586 Q7362948 Q1614750	Q22058544	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1559	#document_date:1824	B-city
Adelina Patti	Q234166	Q234166 NIL	Q234166	True	True	#document_id:DwightSJournalOfMusic__1868-012.txt_746	#document_date:1868	B-person
Bach	Q1339	Q18036478 Q4838674 Q1409748 Q584238 Q1430282 Q1072625 Q1861386 Q1339 Q679998	Q679998	True	False	#document_id:TheMusicalTimes__1875-388.txt_2146	#document_date:1875	B-person
Haydn	Q7349	NIL Q7349 NIL	Q7349	True	True	#document_id:TheMusicalTimes__1875-388.txt_2146	#document_date:1875	B-person
Mendelssohn	Q46096	Q16225590 Q41783627 Q48796795 Q46096	Q41783627	True	False	#document_id:TheMusicalTimes__1875-388.txt_2146	#document_date:1875	B-person
Bennett	Q201164	Q628777 Q2018755 Q484231 Q1429652 Q4889662 Q448369 Q3475178 Q1658878 Q817839 Q449411 Q17118520 Q4889676 Q744551	Q17118520	False	False	#document_id:TheMusicalTimes__1875-388.txt_2146	#document_date:1875	B-person
Guilmant	Q350359	Q350359	Q350359	True	True	#document_id:TheMusicalTimes__1875-388.txt_2146	#document_date:1875	B-person
Dr. Burney	Q547002	Q547002	Q547002	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_787	#document_date:1826	B-person
Bolero for One or Two Voices	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_539	#document_date:1826	B-publication
P. Verini	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_539	#document_date:1826	B-person
Louis Capotorti	Q17992489	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1714	#document_date:1828	B-person
Mr. Hummel	Q151953	Q2094724 Q154362 Q4127270 Q317696	Q4127270	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_2202	#document_date:1826	B-person
Sir Sterndale Bennett	Q201164	Q201164	Q201164	True	True	#document_id:TheMusicalTimes__1876-397.txt_1800	#document_date:1876	B-person
Morley	NIL	Q226772 Q1927397 Q2448206 Q6912508 Q3324167 Q14710083 Q27914086 Q6912506 Q2649738 Q3089652 Q1948222 Q3146643 Q961498 Q5355697 Q1021179 Q6912500 Q6912507 Q14684970 Q55623757 NIL	Q226772	True	False	#document_id:TheMusicalTimes__1876-397.txt_2216	#document_date:1876	B-person
